state,name,agency,type,notes
Missouri,Steve McMurray,Missouri Department of Conservation,state,
Missouri,Tony Elliot,Missouri Department of Conservation,state,
Missouri,Doug Novinger,Missouri Department of Conservation,state,
Missouri,Shelly Colaskie,Missouri Department of Conservation,state,
Missouri,Elizabeth Olson,Missouri Department of Conservation,state,
Missouri,Alex Wolf,Missouri Department of Conservation,state,
Missouri,Debby Fantz,Missouri Department of Conservation,state,
Missouri,Doreen Mengel,Missouri Department of Conservation,state,
Missouri,Del Lobb,Missouri Department of Conservation,state,
Missouri,Frank Nelson,Missouri Department of Conservation,state,
Missouri,Andy Raedeke,Missouri Department of Conservation,state,
Missouri,Elizabeth Middleton,Missouri Department of Conservation,state,
Missouri,Stuart Miller,Missouri Department of Conservation,state,
Missouri,,American Bird Conservancy,ngo-nongame,
Missouri,,American Fisheries Society,ngo-consumptive,
Missouri,,Animal and Plant Health Inspection Service,federal,
Missouri,,Audubon Society of Missouri,ngo-nongame,
Missouri,,Central Hardwoods Joint Venture,partnership,
Missouri,,Conservation Federation of Missouri,ngo-nongame,
Missouri,,Ducks Unlimited,ngo-consumptive,
Missouri,,Forest and Woodland Association of Missouri,ngo-consumptive,
Missouri,,Gulf Coastal Plains and Ozarks Landscape Conservation Cooperative,partnership,
Missouri,,L-A-D Foundation,ngo-consumptive,
Missouri,,Mark Twain National Forest,federal,
Missouri,,Missouri Association of Soil and Water Conservation Districts,ngo-consumptive,
Missouri,,Missouri Audubon,ngo-nongame,
Missouri,,Missouri Bird Conservation Initiative,ngo-nongame,
Missouri,,Missouri Botanical Garden,ngo-nongame,
Missouri,,Missouri Caves and Karst Conservancy,ngo-nongame,
Missouri,,Missouri Community Forestry Council,ngo-consumptive,
Missouri,,Missouri Conservation Heritage Foundation,ngo-nongame,
Missouri,,Missouri Department of Agriculture,state,
Missouri,,Missouri Department of Natural Resources,state,
Missouri,,Missouri Department of Transportation,state,
Missouri,,Missouri Farm Bureau,ngo-consumptive,
Missouri,,Missouri Forest Products Association,ngo-consumptive,
Missouri,,Missouri Landscape and Nursery Association,ngo-consumptive,
Missouri,,Missouri Native Plant Society,ngo-nongame,
Missouri,,Missouri Park and Recreation Association,ngo-nongame,
Missouri,,Missouri Parks Association,ngo-nongame,
Missouri,,Missouri Prairie Foundation,ngo-nongame,
Missouri,,Missouri Resource Assessment Partnership,school,
Missouri,,Missouri Stream Team Watershed Coalition,ngo-nongame,
Missouri,,Missouri Tree Farm Committee,ngo-consumptive,
Missouri,,American Tree Farm System,ngo-consumptive,
Missouri,,National Wild Turkey Federation,ngo-consumptive,
Missouri,,Natural Resources Conservation Service NRCS,federal,
Missouri,,Ozark Regional Land Trust,ngo-nongame,
Missouri,,Pheasants Forever,ngo-consumptive,
Missouri,,Prairies Forever,ngo-nongame,
Missouri,,Quail and Upland Wildlife Federation,ngo-consumptive,
Missouri,,Quail Forever,ngo-consumptive,
Missouri,,Soil and Water Conservation Society,ngo-nongame,
Missouri,,Southeast Association of Fish and Wildlife Agencies,ngo-nongame,
Missouri,,The Nature Conservancy,ngo-nongame,
Missouri,,The Wildlife Society,ngo-nongame,
Missouri,,US Department of Agriculture,federal,
Missouri,,US Forest Service USFS,federal,
Missouri,,University of Central Missouri,school,
Missouri,,University of Missouri,school,
Missouri,,US Army Corps of Engineers,federal,
Missouri,,US Fish and Wildlife Service USFWS,federal,
Missouri,,National Park Service,federal,
Montana,Jeff Hagener,"Montana Fish, Wildlife and Parks",state,
Montana,Ron Aasheim,"Montana Fish, Wildlife and Parks",state,
Montana,Ken McDonald,"Montana Fish, Wildlife and Parks",state,
Montana,Bruce Rich,"Montana Fish, Wildlife and Parks",state,
Montana,Pat Flowers,"Montana Fish, Wildlife and Parks",state,
Montana,Tom Flowers,"Montana Fish, Wildlife and Parks",state,
Montana,Leo Rosenthal,"Montana Fish, Wildlife and Parks",state,
Montana,Ladd Knotek,"Montana Fish, Wildlife and Parks",state,
Montana,Ron Spoon,"Montana Fish, Wildlife and Parks",state,
Montana,Grant Grisak,"Montana Fish, Wildlife and Parks",state,
Montana,Mike Ruggles,"Montana Fish, Wildlife and Parks",state,
Montana,Tyler Haddix,"Montana Fish, Wildlife and Parks",state,
Montana,Caleb Bollman,"Montana Fish, Wildlife and Parks",state,
Montana,Lee Nelson,"Montana Fish, Wildlife and Parks",state,
Montana,Chris Hammond,"Montana Fish, Wildlife and Parks",state,
Montana,Kristi DuBois,"Montana Fish, Wildlife and Parks",state,
Montana,Claire Gower,"Montana Fish, Wildlife and Parks",state,
Montana,Brent Lonner,"Montana Fish, Wildlife and Parks",state,
Montana,Ashley Beyer,"Montana Fish, Wildlife and Parks",state,
Montana,Mark Sullivan,"Montana Fish, Wildlife and Parks",state,
Montana,John Ensign,"Montana Fish, Wildlife and Parks",state,
Montana,Lauri Hanauska-Brown,"Montana Fish, Wildlife and Parks",state,
Montana,Kristina Smucker,"Montana Fish, Wildlife and Parks",state,
Montana,Jeff Chaffin,Bureau of Land Management,federal,
Montana,Gary Tabor,Center for Large Landscape Conservation,ngo-nongame,
Montana,Bryce Maxell,Montana Natural Heritage Program,state,
Montana,Pete Husby,Natural Resources Conservation Service NRCS,federal,
Montana,Brian Martin,The Nature Conservancy,ngo-nongame,
Montana,Yvette Converse,US Fish and Wildlife Service USFWS,federal,
Montana,Alan Dohmen,US Forest Service USFS,federal,
Montana,,Montana Natural Heritage Program,state,
Montana,,Montana Natural Heritage Program,state,
Montana,,National Park Service,federal,
Montana,,US Fish and Wildlife Service USFWS,federal,
Montana,,US Forest Service USFS,federal,
Montana,,US Forest Service USFS,federal,
Montana,,US Forest Service USFS,federal,
Montana,,US Forest Service USFS,federal,
Montana,,American Wildlands,ngo-nongame,
Montana,,American Wildlands,ngo-nongame,
Montana,,Center for Large Landscape Conservation,ngo-nongame,
Montana,,Defenders of Wildlife,ngo-nongame,
Montana,,Defenders of Wildlife,ngo-nongame,
Montana,,Defenders of Wildlife,ngo-nongame,
Montana,,Intermountain Joint Venture,partnership,
Montana,,Montana Audubon,ngo-nongame,
Montana,,National Wildlife Federation,ngo-nongame,
Montana,,National Wildlife Federation,ngo-nongame,
Montana,,The Wilderness Society,ngo-nongame,
Montana,,The Wilderness Society,ngo-nongame,
Montana,,The Wilderness Society,ngo-nongame,
Montana,,Wildlife Conservation Society,ngo-nongame,
Montana,,Wildlife Conservation Society,ngo-nongame,
Nebraska,Rick Schneider,Nebraska Game and Parks Commission,state,
Nebraska,Gerry Steinauer,Nebraska Game and Parks Commission,state,
Nebraska,Melissa Panella,Nebraska Game and Parks Commission,state,
Nebraska,Mark Humpert,Nebraska Game and Parks Commission,state,
Nebraska,Jeff Abegglen,US Forest Service USFS,federal,
Nebraska,Pete Berthelsen,Pheasants Forever,ngo-consumptive,
Nebraska,Andy Bishop,Rainwater Basin Joint Venture,ngo-nongame,
Nebraska,Kelly Brunkhorst,Nebraska Corn Board,ngo-consumptive,
Nebraska,Barb Cooksley,Sandhills Task Force,ngo-nongame,
Nebraska,Kenny Dinan,US Fish and Wildlife Service USFWS,federal,
Nebraska,Steve Donovan,Ducks Unlimited,ngo-consumptive,
Nebraska,Gloria Erickson,Nebraska Bird Partnership,ngo-nongame,
Nebraska,Mace Hack,The Nature Conservancy,ngo-nongame,
Nebraska,Kristen Hassebrook,Nebraska Cattlemen,ngo-consumptive,
Nebraska,Craig Head,Nebraska Farm Bureau,ngo-consumptive,
Nebraska,Duane Hovorka,Nebraska Wildlife Federation,ngo-nongame,
Nebraska,Scott Josiah,Nebraska Forest Service,state,
Nebraska,Marian Langan,Nebraska Audubon,ngo-nongame,
Nebraska,Tim McCoy,Nebraska Game and Parks Commission,state,
Nebraska,Ritch Nelson,Natural Resources Conservation Service NRCS,federal,
Nebraska,Patrick O'Brien,Nebraska Association of Resources Districts,ngo-consumptive,
Nebraska,Julia Sage,Ponca Tribe of Nebraska,indigenous,
Nebraska,Lindsey Salestrom,Nebraska Department of Agriculture,state,
Nebraska,Amy Sandeen,Nebraska Alliance for Conservation and Environment Education,ngo-nongame,
Nebraska,Dave Sands,Nebraska Land Trust,ngo-nongame,
Nebraska,Roy Stoltenberg,Farmers Union,ngo-consumptive,
Nebraska,Carl Wolfe,Nebraska Wildlife Society,ngo-nongame,
Nebraska,Rex Amack,Nebraska Game and Parks Commission,state,
Nebraska,Mark Pinkerton,Nebraska Game and Parks Commission,state,
Nebraska,Ron Stave,Nebraska Game and Parks Commission,state,
Nebraska,Mick Jensen,Nebraska Game and Parks Commission,state,
Nebraska,Norris Marshall,Nebraska Game and Parks Commission,state,
Nebraska,Jerrod Burke,Nebraska Game and Parks Commission,state,
Nebraska,Lynn Berggren,Nebraska Game and Parks Commission,state,
Nebraska,Mark Spurgin,Nebraska Game and Parks Commission,state,
Nebraska,Kent Forney,Nebraska Game and Parks Commission,state,
Nebraska,Rex Fisher,Nebraska Game and Parks Commission,state,
Nebraska,Bill Grewcock,Nebraska Game and Parks Commission,state,
Nebraska,Kent Pfeiffer,Northern Prairies Land Trust,ngo-nongame,
Nebraska,Joel Jorgensen,Nebraska Game and Parks Commission,state,
Nebraska,Mike Fritz,Nebraska Game and Parks Commission,state,
Nebraska,Scott Taylor,Nebraska Game and Parks Commission,state,
Nebraska,Rick Holland,Nebraska Game and Parks Commission,state,
Nebraska,Kristal Stoner,Nebraska Game and Parks Commission,state,
Nebraska,Rachel Simpson,Nebraska Game and Parks Commission,state,
Nebraska,TJ Walker,Nebraska Game and Parks Commission,state,
Nebraska,Jeff Lusk,Nebraska Game and Parks Commission,state,
Nebraska,Craig Allen,University of Nebraska,school,
Nebraska,TJ Fontaine,University of Nebraska,school,
Nebraska,Jill Liske-Clark,Nebraska Bird Partnership,ngo-nongame,
Nebraska,Chris Helzer,The Nature Conservancy,ngo-nongame,
Nebraska,Lindsay Rogers,Nebraska Game and Parks Commission,state,
Nebraska,Julie Anderson,Omaha Henry Doorly Zoo,ngo-nongame,
Nebraska,Jamie Bachmann,Nebraska Game and Parks Commission,state,
Nebraska,Amanda Filip,Nebraska Prairie Partners,ngo-nongame,
Nebraska,Betty Grennon,Fontenelle Nature Association,ngo-nongame,
Nebraska,Marcia Lee,Central Platte Natural Resources District,ngo-consumptive,
Nebraska,Keanna Leonard,Rowe Sanctuary,ngo-nongame,
Nebraska,Valerie Newman,National Park Service,federal,
Nebraska,Amy Sandeen,Prairie Loft Center for Outdoor and Agricultural Learning,ngo-nongame,
Nebraska,Rick Schmidt,Fontenelle Nature Association,ngo-nongame,
Nebraska,Kirsten Smith,Lincoln Public Schools,school,
Nebraska,Dennis Ferraro,University of Nebraska,school,
Nebraska,Dan Fogell,Southeast Community College,school,
Nebraska,Matt Brust,Chadron State College,school,
Nebraska,Wyatt Hoback,University of Nebraska,school,
Nebraska,Steve Spomer,University of Nebraska,school,
Nebraska,Patricia Freeman,University of Nebraska,school,
Nebraska,Hugh Genoways,University of Nebraska,school,
Nebraska,Keith Geluso,University of Nebraska,school,
Nebraska,Jeremy White,University of Nebraska,school,
Nebraska,George Cunningham,University of Nebraska,school,
Nebraska,Robert Hrabik,Missouri Department of Conservation,state,
Nebraska,Steve Schainost,Nebraska Game and Parks Commission,state,
Nebraska,Richard Stasiak,University of Nebraska,school,
Nebraska,Steve Rolfsmeier,Chadron State College,school,
Nebraska,Bart Bly,Rocky Mountain Bird Observatory,ngo-nongame,
Nebraska,Mary Bomberger-Brown,Tern and Plover Conservation Partnership,partnership,
Nebraska,Mark Brogie,Nebraska Ornithologists Union,ngo-nongame,
Nebraska,Joseph Gubanyi,Concordia University,school,
Nebraska,Tim Hajda,Breeding Bird Atlas,ngo-nongame,
Nebraska,John McCarty,University of Nebraska,school,
Nebraska,Wayne Mollhoff,Breeding Bird Atlas,ngo-nongame,
Nebraska,Larkin Powell,University of Nebraska,school,
Nebraska,Ross Silcock,Professional Bird Guide,independent,
Nebraska,Jerry Toll,Audubon Society of Omaha,ngo-nongame,
Nebraska,Sandy Benson,,independent,
Nebraska,Shaun Dunn,,independent,
Nebraska,Rebekah Jessen,,independent,
Nebraska,Brad McKinney,,independent,
Nebraska,Gene Zuerlein,,independent,
Nebraska,Vance Appling,Ponca Tribe of Nebraska,indigenous,
Nebraska,Jim Douglas,Nebraska Game and Parks Commission,state,
Nebraska,Dean Edson,Nebraska Association of Resources Districts,ngo-consumptive,
Nebraska,Ryan Heiniger,Ducks Unlimited,ngo-consumptive,
Nebraska,Gary Hergenrader,Nebraska Forest Service,state,
Nebraska,Larry Klimek,US Fish and Wildlife Service USFWS,federal,
Nebraska,Bobbie Kriz-Wickham,Nebraska Department of Agriculture,state,
Nebraska,Brooke Levey,Nebraska Alliance for Conservation and Environment Education,ngo-nongame,
Nebraska,John McFadden,Nebraska Farm Bureau,ngo-consumptive,
Nebraska,Steve Moran,Rainwater Basin Joint Venture,partnership,
Nebraska,Greg Schenbeck,US Forest Service USFS,federal,
Nebraska,Al Steuter,The Nature Conservancy,ngo-nongame,
Nebraska,Tyler Sutton,Grassland Foundation,ngo-nongame,
Nebraska,Paul Tebbel,Nebraska Audubon,ngo-nongame,
Nebraska,Craig Utter,Nebraska Cattlemen,ngo-consumptive,
Nebraska,Ted Blume,Nebraska Game and Parks Commission,state,
Nebraska,Larry Hutchinson,Nebraska Game and Parks Commission,state,
Nebraska,Kirk Nelson,Nebraska Game and Parks Commission,state,
Nebraska,Phil Richmond,Nebraska Game and Parks Commission,state,
Nebraska,Steve Riley,Nebraska Game and Parks Commission,state,
Nebraska,Richard Bischof,Nebraska Game and Parks Commission,state,
Nebraska,Aditya Peri,Nebraska Game and Parks Commission,state,
Nebraska,Andrew Tyre,Nebraska Game and Parks Commission,state,
Nebraska,Dave Wedin,Nebraska Game and Parks Commission,state,
Nebraska,Sam Wilson,Nebraska Game and Parks Commission,state,
Nebraska,Rick Eades,Nebraska Game and Parks Commission,state,
Nebraska,Jane Gustafson,Nebraska Game and Parks Commission,state,
Nebraska,Joanna Pope,Natural Resources Conservation Service NRCS,federal,
Nebraska,Michelle Stryker,Nebraska Game and Parks Commission,state,
Nebraska,Chris Thody,Tern and Plover Conservation Partnership,partnership,
Nebraska,Neil Watson,Nebraska Environmental Trust,state,
Nebraska,Andrea Cade,Nebraska Game and Parks Commission,state,
Nebraska,Sarah Krug,Fontenelle Nature Association,ngo-nongame,
Nebraska,Jeanine Lackey,Nebraska Game and Parks Commission,state,
Nebraska,Marian Langan,Audubon Spring Creek Prairie,ngo-nongame,
Nebraska,Marie Nielson,Educator,independent,
Nebraska,Jeff Rawlinson,Nebraska Game and Parks Commission,state,
Nebraska,Jim Woodland,Nebraska Department of Education,state,
Nebraska,Tammy Snyder,Nebraska Game and Parks Commission,state,
Nebraska,Bob Barry,DeSoto National Wildlife Refuge,federal,
Nebraska,Scott Wessel,Nebraska Game and Parks Commission,state,
Nebraska,Gene Mack,US Fish and Wildlife Service USFWS,federal,
Nebraska,Bill Vodehnal,Nebraska Game and Parks Commission,state,
Nebraska,Bob Bettger,Congressmen Tom Osborne Office,state,
Nebraska,Rich Walters,Nebraska Game and Parks Commission,state,
Nebraska,Bill Whitney,Prairie Plains Resource Institute,ngo-nongame,
Nebraska,Melody Benjamin,Nebraska Cattlemen,ngo-consumptive,
Nebraska,Cris Carnine,Nebraska Prairie Partners,ngo-nongame,
Nebraska,Mike Haphold,US Fish and Wildlife Service USFWS,federal,
Nebraska,Anne James,Nebraska Alliance for Conservation and Environment Education,ngo-nongame,
Nebraska,Gary Schlichtemeier,Nebraska Game and Parks Commission,state,
Nebraska,Leon Higley,University of Nebraska,school,
Nebraska,Mary Liz Jameson,University of Nebraska,school,
Nebraska,Randy Lawson,Chadron State College,school,
Nebraska,Hal Nagel,University of Nebraska,school,
Nebraska,Brett Ratcliff,University of Nebraska,school,
Nebraska,Russ Benedict,Central College Iowa,school,
Nebraska,Ed Peters,University of Nebraska,school,
Nebraska,Rick Stasiak,University of Nebraska,school,
Nebraska,Paul Johnsgard,University of Nebraska,school,
Nevada,Joe Barnes,Nevada Department of Wildlife,state,
Nevada,Lee Davis,Nevada Department of Wildlife,state,
Nevada,Jasmine Kleiber,Nevada Department of Wildlife,state,
Nevada,Jennifer Newmark,Nevada Department of Wildlife,state,
Nevada,Brandon Senger,Nevada Department of Wildlife,state,
Nevada,Christy Klinger,Nevada Department of Wildlife,state,
Nevada,David Catalano,Nevada Department of Wildlife,state,
Nevada,Julie Bless,Nevada Department of Wildlife,state,
Nevada,Liz Mack,Kearns and West,business,
Nevada,Angela Hessenius,Kearns and West,business,
Nevada,Kristin Szabo,Nevada Division of Natural Heritage,state,
Nevada,Kevin Burls,Xerces Society,ngo-nongame,
Nevada,Saff Killingsworth,Xerces Society,ngo-nongame,
Nevada,Alan Jenne,Nevada Department of Wildlife,state,
Nevada,Alex Dierker,Nevada Department of Wildlife,state,
Nevada,Alice Ready,Nevada Department of Wildlife,state,
Nevada,Brad Hardenbrook,Nevada Department of Wildlife,state,
Nevada,Caleb McAdoo,Nevada Department of Wildlife,state,
Nevada,Chris Crookshanks,Nevada Department of Wildlife,state,
Nevada,Chris Vasey,Nevada Department of Wildlife,state,
Nevada,Cody McKee,Nevada Department of Wildlife,state,
Nevada,Cody Schroeder,Nevada Department of Wildlife,state,
Nevada,Ial Holl,Nevada Department of Wildlife,state,
Nevada,Jane VanGunst,Nevada Department of Wildlife,state,
Nevada,Jason Jones,Nevada Department of Wildlife,state,
Nevada,Jason Williams,Nevada Department of Wildlife,state,
Nevada,Jenni Jeffers,Nevada Department of Wildlife,state,
Nevada,Jinna Larkin,Nevada Department of Wildlife,state,
Nevada,Justin Small,Nevada Department of Wildlife,state,
Nevada,Katie Andrle,Nevada Department of Wildlife,state,
Nevada,Kevin Netcher,Nevada Department of Wildlife,state,
Nevada,Kim Tisdale,Nevada Department of Wildlife,state,
Nevada,Mackenzie Jeffress,Nevada Department of Wildlife,state,
Nevada,Mark Enders,Nevada Department of Wildlife,state,
Nevada,Mark Freese,Nevada Department of Wildlife,state,
Nevada,Matt Flores,Nevada Department of Wildlife,state,
Nevada,Matt Maples,Nevada Department of Wildlife,state,
Nevada,Michael West,Nevada Department of Wildlife,state,
Nevada,Mike Cox,Nevada Department of Wildlife,state,
Nevada,Mike Scott,Nevada Department of Wildlife,state,
Nevada,Moira Kolada,Nevada Department of Wildlife,state,
Nevada,Russell Woolstenhulme,Nevada Department of Wildlife,state,
Nevada,Shawn Espinosa,Nevada Department of Wildlife,state,
Nevada,Tracy Kipke,Nevada Department of Wildlife,state,
Nevada,Janel Johnson,Nevada Division of Natural Heritage,state,
Nevada,Ben Klink,Nevada Division of Forestry,state,
Nevada,Sarina Jepson,Xerces Society,ngo-nongame,
Nevada,Ellen Palmquist,Kearns and West,business,
Nevada,Ariella Dahlin,Kearns and West,business,
Nevada,Grant Simmons,Kearns and West,business,
Nevada,Pat Comer,NatureServe,business,
Nevada,Patrick McIntyre,NatureServe,business,
Nevada,Healy Hamilton,NatureServe,business,
Nevada,Tim Howard,New York Natural Heritage Program,state,
Nevada,Josh Avey,Arizona Game and Fish Department AZGFD,state,
Nevada,Charles Hofer,Arizona Game and Fish Department AZGFD,state,
Nevada,Joyce Francis,Arizona Game and Fish Department AZGFD,state,
Nevada,Chad Mellison,US Fish and Wildlife Service USFWS,federal,
Nevada,Elveda Martinez,Walker River Paiute Tribe,indigenous,
Nevada,Emily Hagler,Pyramid Lake Paiute Tribe,indigenous,
Nevada,Heather Beeler,US Fish and Wildlife Service USFWS,federal,
Nevada,Jessica Saenz,US Fish and Wildlife Service USFWS,federal,
Nevada,John Tull,US Fish and Wildlife Service USFWS,federal,
Nevada,Justin Barrett,US Fish and Wildlife Service USFWS,federal,
Nevada,Kellie Berry,US Fish and Wildlife Service USFWS,federal,
Nevada,Kris Boatner,US Forest Service USFS,federal,
Nevada,Liz Munn,The Nature Conservancy,ngo-nongame,
Nevada,Mike Schwemm,US Fish and Wildlife Service USFWS,federal,
Nevada,Nycole Burton,Bureau of Land Management,federal,
Nevada,Quinn Young,Bureau of Land Management,federal,
Nevada,Rachel Van Horne,US Forest Service USFS,federal,
Nevada,Steve Helm,Bureau of Land Management,federal,
Nevada,Todd Esque,US Geological Survey USGS,federal,
Nevada,Elisabeth Ammon,Great Basin Bird Observatory,ngo-nongame,
Nevada,John Boone,Great Basin Bird Observatory,ngo-nongame,
Nevada,Jim Smith,The Nature Conservancy,ngo-nongame,
Nevada,Kori Blankenship,The Nature Conservancy,ngo-nongame,
Nevada,Randy Swaty,The Nature Conservancy,ngo-nongame,
Nevada,Kim Hall,The Nature Conservancy,ngo-nongame,
Nevada,Megan Dettenmaier,The Nature Conservancy,ngo-nongame,
Nevada,Carolyn Enquist,US Geological Survey USGS,federal,
Nevada,Kristine Metzger,US Geological Survey USGS,federal,
Nevada,Ken Boykin,US Geological Survey USGS,federal,
Nevada,Alexa McKerrow,US Geological Survey USGS,federal,
New Hampshire,Glenn Normandeau,New Hampshire Fish and Game,state,
New Hampshire,Mark Ellingwood,New Hampshire Fish and Game,state,
New Hampshire,John Kanter,New Hampshire Fish and Game,state,
New Hampshire,Emily Preston,New Hampshire Fish and Game,state,
New Hampshire,Michael Marchand,New Hampshire Fish and Game,state,
New Hampshire,Loren Valliere,New Hampshire Fish and Game,state,
New Hampshire,Pamela Hunt,New Hampshire Audubon,ngo-nongame,
New Hampshire,Peter Bowman,New Hampshire Natural Heritage,state,
New Hampshire,Peter Steckler,The Nature Conservancy,ngo-nongame,
New Hampshire,Matthew Carpenter,New Hampshire Fish and Game,state,
New Hampshire,Heidi Holman,New Hampshire Fish and Game,state,
New Hampshire,Rachel Stevens,Great Bay National Estuarine Research Reserve,federal,
New Hampshire,Katie Calahan,New Hampshire Fish and Game,state,
New Hampshire,Jilian Kilborn,New Hampshire Fish and Game,state,
New Hampshire,Brendan Clifford,New Hampshire Fish and Game,state,
New Hampshire,Mark Zankel,The Nature Conservancy,ngo-nongame,
New Hampshire,Molly Donovan,University of New Hampshire,school,
New Hampshire,Amanda Stone,University of New Hampshire,school,
New Hampshire,Casey Hancock,University of New Hampshire,school,
New Hampshire,Malissa Paly,CrossCurrent Communications,business,
New Hampshire,Barbara MacLeod,CrossCurrent Communications,business,
New Hampshire,Jane Vachon,New Hampshire Fish and Game,state,
New Hampshire,Benjamin Nugent,New Hampshire Fish and Game,state,
New Hampshire,Robert Eckert,New Hampshire Fish and Game,state,
New Hampshire,Conor O'Donnell,New Hampshire Fish and Game,state,
New Hampshire,Brett Ferry,New Hampshire Fish and Game,state,
New Hampshire,Joshua Megysey,New Hampshire Fish and Game,state,
New Hampshire,Jessica Carloni,New Hampshire Fish and Game,state,
New Hampshire,Kristine Rines,New Hampshire Fish and Game,state,
New Hampshire,Karen Bordeau,New Hampshire Fish and Game,state,
New Hampshire,David Patrick,The Nature Conservancy,ngo-nongame,
New Hampshire,Tony Tur,US Fish and Wildlife Service USFWS,federal,
New Hampshire,Christian Martin,New Hampshire Audubon,ngo-nongame,
New Hampshire,Rebecca Suomala,New Hampshire Audubon,ngo-nongame,
New Hampshire,Laura Deming,New Hampshire Audubon,ngo-nongame,
New Hampshire,Liz Willey,Antioch University New England,school,
New Hampshire,David Publicover,Appalachian Mountain Club,ngo-nongame,
New Hampshire,Dianna Schulte,Blue Ocean Society,ngo-nongame,
New Hampshire,Jennifer Kennedy,Blue Ocean Society,ngo-nongame,
New Hampshire,Shannon Kearney,Connecticut Department of Energy and Environmental Protection,state,
New Hampshire,Ethan Nedeau,Consultant,independent,
New Hampshire,Craig Rennie,New Hampshire Department of Environmental Services,state,
New Hampshire,Mary Ann Tilton,New Hampshire Department of Environmental Services,state,
New Hampshire,Sandy Crystall,New Hampshire Department of Environmental Services,state,
New Hampshire,Ken Desmarais,New Hampshire Department of Resources and Economic Development,state,
New Hampshire,Kyle Lombard,New Hampshire Department of Resources and Economic Development,state,
New Hampshire,Susan Francher,New Hampshire Department of Resources and Economic Development,state,
New Hampshire,William Nichols,New Hampshire Department of Resources and Economic Development,state,
New Hampshire,Rick Van de Poll,Ecosystem Management Consultants,business,
New Hampshire,Cory Riley,Great Bay National Estuarine Research Reserve,federal,
New Hampshire,Harry Vogel,Loon Preservation Committee,ngo-nongame,
New Hampshire,John Cooley,Loon Preservation Committee,ngo-nongame,
New Hampshire,Tiffany Grade,Loon Preservation Committee,ngo-nongame,
New Hampshire,Phillip deMaynadier,Maine Department of Inland Fisheries and Wildlife,state,
New Hampshire,Tim Simmons,Massachusetts Natural Heritage and Endangered Species Program,state,
New Hampshire,Steve Najjar,New Boston Air Force Base,federal,
New Hampshire,Paul Stacey,Great Bay National Estuarine Research Reserve,federal,
New Hampshire,Dan Lambert,High Branch Conservation Services,business,
New Hampshire,Carol Foss,New Hampshire Audubon,ngo-nongame,
New Hampshire,Kevin Lucey,New Hampshire Department of Environmental Services,state,
New Hampshire,Kirsten Howard,New Hampshire Department of Environmental Services,state,
New Hampshire,Brian Galino,New Hampshire Fish and Game,state,
New Hampshire,Cheri Patterson,New Hampshire Fish and Game,state,
New Hampshire,Don Miller,New Hampshire Fish and Game,state,
New Hampshire,Doug Grout,New Hampshire Fish and Game,state,
New Hampshire,Jim Oehler,New Hampshire Fish and Game,state,
New Hampshire,John Magee,New Hampshire Fish and Game,state,
New Hampshire,Kent Gustafson,New Hampshire Fish and Game,state,
New Hampshire,Kim Tuttle,New Hampshire Fish and Game,state,
New Hampshire,Patrick Tate,New Hampshire Fish and Game,state,
New Hampshire,Rebbeca Segelhurst,New Hampshire Fish and Game,state,
New Hampshire,Will Staats,New Hampshire Fish and Game,state,
New Hampshire,Sherry Godlewski,New Hampshire Department of Environmental Services,state,
New Hampshire,Bruce Smith,New Hampshire Fish and Game,state,
New Hampshire,Calvin Diessner,New Hampshire Fish and Game,state,
New Hampshire,Beth Turner,National Oceanic and Atmospheric Administration NOAA,federal,
New Hampshire,Alexej Siren,Northeast Climate Science Center,school,
New Hampshire,Hal Weeks,Shoals Marine Lab,school,
New Hampshire,George Frame,Society for the Protection of New Hampshire Forests,ngo-nongame,
New Hampshire,Wendy Weisiger,Society for the Protection of New Hampshire Forests,ngo-nongame,
New Hampshire,Barry Wicklow,St Anselm College,school,
New Hampshire,Scott Reynolds,"St Paul's School, Northeast Ecological Services",school,
New Hampshire,Jeffrey Lougee,The Nature Conservancy,ngo-nongame,
New Hampshire,Ray Konisky,The Nature Conservancy,ngo-nongame,
New Hampshire,Mike Jones,University of Massachusetts,school,
New Hampshire,Don Chandler,University of New Hampshire,school,
New Hampshire,John Litvaitis,University of New Hampshire,school,
New Hampshire,Matt Tarr,University of New Hampshire,school,
New Hampshire,Raymond Grizzle,University of New Hampshire,school,
New Hampshire,Rebecca Rowe,University of New Hampshire,school,
New Hampshire,Sandra Rehan,University of New Hampshire,school,
New Hampshire,Winsor Watson,University of New Hampshire,school,
New Hampshire,Emma Carcagno,University of New Hampshire,school,
New Hampshire,Haley Adreozzi,University of New Hampshire,school,
New Hampshire,Steven Rogerge,University of New Hampshire,school,
New Hampshire,William Kilpatrick,University of Vermont,school,
New Hampshire,Michael Bailey,US Fish and Wildlife Service USFWS,federal,
New Hampshire,Susi von Oettingen,US Fish and Wildlife Service USFWS,federal,
New Hampshire,Brook Smart,Natural Resources Conservation Service NRCS,federal,
New Hampshire,Mariko Yamasaki,US Forest Service USFS,federal,
New Hampshire,Chris Costello,US Forest Service USFS,federal,
New Hampshire,Chris Rimmer,Vermont Center for Ecostudies,ngo-nongame,
New Hampshire,kent McFarland,Vermont Center for Ecostudies,ngo-nongame,
New Hampshire,Tin Smith,Wells National Estuarine Research Reserve,federal,
New Jersey,David Jenkins,New Jersey Department of Environmental Protection,state,
New Jersey,Kris Schantz,New Jersey Department of Environmental Protection,state,
